linea,estilo,estilo,op,minutaje,fecha,fecha,cantidad,minutos_producidos,min_trab,eficiencia_pct,eficiencia,categoria
Línea 72 Sup. JOSE CAPUÑAY,AV056-PT0352,1MU147,241934.0,14.0756,22/06/2021,8/04/2021,278.0,3913.0168,4032.0,97.04902777777778,0.9704902777777779,Alta
Línea 72 Sup. JOSE CAPUÑAY,AV056-PT0347,Total 1MU147,242945.0,13.7858,23/06/2021,,21.0,289.5018,4033.0,7.1783238284155715,0.07178323828415571,Baja
Línea 72 Sup. JOSE CAPUÑAY,AV056-PT0347,AV056-PP1828,242945.0,13.7858,23/06/2021,,111.0,1530.2238,4033.0,37.94256880733945,0.3794256880733945,Baja
Línea 72 Sup. JOSE CAPUÑAY,AV056-PT0347,Total AV056-PP1828,242947.0,13.7858,23/06/2021,,82.0,1130.4356,4033.0,28.029645425241757,0.28029645425241756,Baja
Línea 72 Sup. JOSE CAPUÑAY,AV056-PT0347,H8622,242945.0,13.7858,24/06/2021,,215.0,2963.947,4032.0,73.51059027777778,0.7351059027777778,Media
Línea 72 Sup. JOSE CAPUÑAY,3AM1,,239211.0,32.706,25/06/2021,,20.0,654.12,4032.0,16.223214285714285,0.16223214285714285,Baja
Línea 72 Sup. JOSE CAPUÑAY,3AM1,Total H8622,241711.0,32.706,28/06/2021,,52.0,1700.712,4608.0,36.9078125,0.369078125,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241898.0,16.0204,28/06/2021,Total 8/04/2021,25.0,400.51,4608.0,8.691623263888888,0.08691623263888887,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241898.0,16.0204,30/06/2021,,80.0,1281.632,4608.0,27.813194444444445,0.27813194444444445,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total 1MU147,241898.0,16.2004,30/06/2021,,22.0,356.4088,4608.0,7.734565972222223,0.07734565972222222,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,H8622,241898.0,16.2004,30/06/2021,,11.0,178.2044,4608.0,3.8672829861111113,0.03867282986111111,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total H8622,241898.0,16.2004,30/06/2021,,65.0,1053.026,4608.0,22.85212673611111,0.2285212673611111,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241898.0,16.2004,30/06/2021,Total 9/04/2021,172.0,2786.4688,4608.0,60.470243055555564,0.6047024305555556,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241898.0,16.2004,1/07/2021,,37.0,599.4148,4608.0,13.008133680555556,0.13008133680555556,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,H8622,241898.0,16.2004,1/07/2021,10/05/2021,199.0,3223.8796,4608.0,69.96266493055556,0.6996266493055556,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241898.0,16.2004,1/07/2021,,14.0,226.8056,4608.0,4.921996527777778,0.04921996527777778,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total H8622,241895.0,16.4784,2/07/2021,,17.0,280.1328,4608.0,6.079270833333332,0.06079270833333332,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241895.0,16.4784,2/07/2021,Total 10/05/2021,20.0,329.568,4608.0,7.152083333333333,0.07152083333333333,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,H8622,241898.0,16.2004,2/07/2021,11/05/2021,2.0,32.4008,4608.0,0.7031423611111111,0.007031423611111111,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241895.0,16.4784,5/07/2021,Total 11/05/2021,16.0,263.6544,12096.0,2.1796825396825397,0.021796825396825398,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,H8622,241895.0,16.4784,5/07/2021,12/05/2021,262.0,4317.3408,12096.0,35.692301587301586,0.35692301587301584,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total H8622,241895.0,16.4784,5/07/2021,,90.0,1483.056,12096.0,12.260714285714286,0.12260714285714286,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241898.0,16.2004,5/07/2021,Total 12/05/2021,27.0,437.4108,12096.0,3.616160714285714,0.03616160714285714,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,H8622,241898.0,16.2004,6/07/2021,13/05/2021,161.0,2608.2644,12096.0,21.563032407407405,0.21563032407407406,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total H8622,241898.0,16.2004,6/07/2021,,264.0,4276.9056,12096.0,35.35801587301587,0.35358015873015874,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241895.0,16.4784,7/07/2021,Total 13/05/2021,149.0,2455.2816,12096.0,20.29829365079365,0.2029829365079365,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,56698,241898.0,16.2004,7/07/2021,14/05/2021,106.0,1717.2424,12096.0,14.196779100529099,0.141967791005291,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total 56698,241898.0,16.2004,7/07/2021,,175.0,2835.07,12096.0,23.438078703703706,0.23438078703703705,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241898.0,16.2004,7/07/2021,Total 14/05/2021,5.0,81.002,12096.0,0.6696593915343915,0.006696593915343915,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,56698,241895.0,16.4784,8/07/2021,17/05/2021,41.0,675.6144,12096.0,5.585436507936508,0.05585436507936507,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total 56698,241895.0,16.4784,8/07/2021,,21.0,346.0464,12096.0,2.8608333333333333,0.028608333333333333,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241895.0,16.4784,8/07/2021,Total 17/05/2021,50.0,823.92,12096.0,6.811507936507937,0.06811507936507936,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,56698,241898.0,16.2004,8/07/2021,18/05/2021,249.0,4033.8996,12096.0,33.3490376984127,0.33349037698412703,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total 56698,241898.0,16.2004,8/07/2021,,76.0,1231.2304,12096.0,10.178822751322752,0.10178822751322752,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241898.0,16.2004,8/07/2021,Total 18/05/2021,7.0,113.4028,12096.0,0.9375231481481481,0.009375231481481481,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,56698,241898.0,16.2004,8/07/2021,19/05/2021,6.0,97.2024,12096.0,0.8035912698412698,0.008035912698412698,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,,241895.0,16.0204,9/07/2021,,20.0,320.408,12096.0,2.648875661375661,0.026488756613756614,Baja
Línea 72 Sup. JOSE CAPUÑAY,POLO PIQUE SOLI,Total 56698,241898.0,16.2004,9/07/2021,,230.0,3726.092,12096.0,30.804332010582016,0.30804332010582014,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242890.0,20.1746,9/07/2021,Total 19/05/2021,10.0,201.746,12096.0,1.6678736772486773,0.016678736772486772,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,56698,242890.0,20.1746,12/07/2021,20/05/2021,157.0,3167.4122,11520.0,27.494897569444447,0.2749489756944445,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,Total 56698,242890.0,20.1746,13/07/2021,,121.0,2441.1266,10944.0,22.3056158625731,0.223056158625731,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242898.0,20.1746,13/07/2021,Total 20/05/2021,60.0,1210.476,10944.0,11.060635964912281,0.11060635964912281,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,DARTEN,242906.0,20.1746,13/07/2021,21/05/2021,44.0,887.6824,10944.0,8.111133040935673,0.08111133040935674,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,Total DARTEN,242894.0,20.1746,14/07/2021,,80.0,1613.968,10684.0,15.106402096593035,0.15106402096593036,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242906.0,20.1746,14/07/2021,Total 21/05/2021,93.0,1876.2378,10684.0,17.561192437289407,0.17561192437289408,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,AV056-PA8415,242906.0,20.1746,14/07/2021,24/05/2021,159.0,3207.7614,10684.0,30.023974166978658,0.30023974166978656,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280X,Total AV056-PA8415,242907.0,20.9055,14/07/2021,,40.0,836.22,10684.0,7.826843878697118,0.07826843878697118,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242913.0,20.1746,14/07/2021,Total 24/05/2021,6.0,121.0476,10684.0,1.1329801572444778,0.011329801572444778,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,AV056-PA8415,242917.0,20.1746,14/07/2021,25/05/2021,5.0,100.873,10684.0,0.9441501310370647,0.009441501310370647,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242894.0,20.1746,15/07/2021,,280.0,5648.888,10944.0,51.61630116959064,0.5161630116959064,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,Total AV056-PA8415,242894.0,20.1746,16/07/2021,,57.0,1149.9522,10944.0,10.507604166666667,0.10507604166666668,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242894.0,20.1746,16/07/2021,Total 25/05/2021,138.0,2784.0948,10944.0,25.439462719298245,0.25439462719298245,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,AV056-PA8415,242910.0,20.1746,16/07/2021,26/05/2021,155.0,3127.063,10944.0,28.57330957602339,0.2857330957602339,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242894.0,20.1746,19/07/2021,,24.0,484.1904,9156.0,5.288230668414155,0.052882306684141546,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,Total AV056-PA8415,242910.0,20.1746,19/07/2021,,42.0,847.3332,9156.0,9.254403669724772,0.09254403669724771,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242910.0,20.1746,19/07/2021,Total 26/05/2021,194.0,3913.8724,9156.0,42.74653123634775,0.4274653123634775,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280X,DMP P22 15,242895.0,20.9055,20/07/2021,27/05/2021,77.0,1609.7235,9216.0,17.46661783854167,0.1746661783854167,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,Total DMP P22 15,242902.0,20.1746,20/07/2021,,124.0,2501.6504,9216.0,27.14464409722222,0.2714464409722222,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280X,,242903.0,20.9055,20/07/2021,Total 27/05/2021,17.0,355.3935,9216.0,3.856266276041667,0.03856266276041667,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,DMP P22 15,242910.0,20.1746,20/07/2021,28/05/2021,2.0,40.3492,9216.0,0.4378168402777778,0.004378168402777778,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,Total DMP P22 15,242910.0,20.1746,20/07/2021,,13.0,262.2698,9216.0,2.8458094618055556,0.028458094618055554,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280X,,242911.0,20.9055,20/07/2021,Total 28/05/2021,50.0,1045.275,9216.0,11.341959635416668,0.11341959635416668,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,H8622,242915.0,20.1746,20/07/2021,3/05/2021,5.0,100.873,9216.0,1.0945421006944445,0.010945421006944445,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,Total H8622,242919.0,20.1746,20/07/2021,,5.0,100.873,9216.0,1.0945421006944445,0.010945421006944445,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,,242894.0,19.9376,21/07/2021,Total 3/05/2021,10.0,199.376,9216.0,2.1633680555555554,0.021633680555555555,Baja
Línea 72 Sup. JOSE CAPUÑAY,F21-W10280,AV056-PA8415,242894.0,19.9376,21/07/2021,31/05/2021,20.0,398.752,9216.0,4.326736111111111,0.04326736111111111,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,,243294.0,16.5682,22/07/2021,,82.0,1358.5924,9216.0,14.741671006944445,0.14741671006944446,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,Total AV056-PA8415,243294.0,16.5682,22/07/2021,,186.0,3081.6852,9216.0,33.43842447916667,0.33438424479166673,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,,243294.0,16.5682,22/07/2021,Total 31/05/2021,11.0,182.2502,9216.0,1.977541232638889,0.01977541232638889,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,H8622,243295.0,16.5682,22/07/2021,6/05/2021,10.0,165.682,9216.0,1.7977647569444442,0.017977647569444442,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,Total H8622,243295.0,16.5682,22/07/2021,,11.0,182.2502,9216.0,1.977541232638889,0.01977541232638889,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,,243294.0,16.5682,23/07/2021,Total 6/05/2021,6.0,99.4092,9049.0,1.098565587357719,0.010985655873577188,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,AA991,243295.0,16.5682,23/07/2021,7/05/2021,282.0,4672.2324,9049.0,51.63258260581279,0.5163258260581279,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,Total AA991,243295.0,16.5682,23/07/2021,,86.0,1424.8652,9049.0,15.746106752127305,0.15746106752127306,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,H8622,243295.0,16.5682,26/07/2021,,237.0,3926.6634,9216.0,42.60702473958333,0.4260702473958333,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,Total H8622,243295.0,16.5682,26/07/2021,,82.0,1358.5924,9216.0,14.741671006944445,0.14741671006944446,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,,243294.0,16.5682,27/07/2021,Total 7/05/2021,43.0,712.4326,8640.0,8.245747685185185,0.08245747685185184,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,,243296.0,16.5682,27/07/2021,,267.0,4423.7094,8640.0,51.20034027777778,0.5120034027777778,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,1MV135,243296.0,16.5682,27/07/2021,1/06/2021,9.0,149.1138,8640.0,1.7258541666666665,0.017258541666666665,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,Total 1MV135,243294.0,16.5682,2/08/2021,,56.0,927.8192,10340.0,8.973106382978724,0.08973106382978724,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,,243295.0,16.5682,2/08/2021,Total 1/06/2021,264.0,4374.0048,10340.0,42.30178723404255,0.4230178723404255,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,AV056-PT0355,243295.0,16.5682,3/08/2021,10/06/2021,125.0,2071.025,10368.0,19.975163966049383,0.19975163966049383,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,Total AV056-PT0355,243295.0,16.5682,3/08/2021,,215.0,3562.163,10368.0,34.35728202160494,0.3435728202160494,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,AV056-WZ0711,243294.0,16.5682,4/08/2021,,36.0,596.4552,10368.0,5.752847222222222,0.05752847222222222,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,Total AV056-WZ0711,243295.0,16.5682,4/08/2021,,62.0,1027.2284,10368.0,9.907681327160493,0.09907681327160493,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,,243296.0,16.5682,4/08/2021,Total 10/06/2021,252.0,4175.1864,10368.0,40.26993055555555,0.40269930555555544,Baja
Línea 72 Sup. JOSE CAPUÑAY,DIRINAR,AV056-PT0354,243294.0,16.5682,5/08/2021,11/06/2021,288.0,4771.6416,10341.0,46.14294168842471,0.46142941688424716,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total AV056-PT0354,243137.0,25.5428,6/08/2021,,45.0,1149.426,10319.0,11.138928190716154,0.11138928190716153,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,AV056-PT0355,243137.0,25.5428,6/08/2021,,15.0,383.142,10319.0,3.7129760635720515,0.037129760635720516,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total AV056-PT0355,243137.0,25.5428,9/08/2021,,127.0,3243.9356,9216.0,35.198953993055554,0.35198953993055554,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243137.0,25.5428,9/08/2021,Total 11/06/2021,23.0,587.4844,9216.0,6.374613715277778,0.06374613715277778,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,AV056-PT0354,243137.0,25.5428,10/08/2021,14/06/2021,68.0,1736.9104,11448.0,15.17217330538085,0.1517217330538085,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total AV056-PT0354,243137.0,25.5428,10/08/2021,,87.0,2222.2236,11448.0,19.411457023060795,0.19411457023060794,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243137.0,25.5428,10/08/2021,Total 14/06/2021,42.0,1072.7976,11448.0,9.371048218029351,0.09371048218029351,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,AV056-PT0353,243137.0,25.5428,10/08/2021,15/06/2021,2.0,51.0856,11448.0,0.4462403913347309,0.0044624039133473094,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total AV056-PT0353,243137.0,25.5428,10/08/2021,,1.0,25.5428,11448.0,0.22312019566736546,0.0022312019566736547,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,AV056-PT0354,243137.0,25.5428,11/08/2021,,8.0,204.3424,12024.0,1.6994544244843646,0.016994544244843646,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total AV056-PT0354,243137.0,25.5428,11/08/2021,,146.0,3729.2488,12024.0,31.015043246839653,0.3101504324683965,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243137.0,25.5428,11/08/2021,Total 15/06/2021,96.0,2452.1088,12024.0,20.393453093812376,0.20393453093812375,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,AV056-PT0353,243126.0,25.5428,12/08/2021,16/06/2021,70.0,1787.996,12084.0,14.796391923204238,0.14796391923204238,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total AV056-PT0353,243137.0,25.5428,12/08/2021,,2.0,51.0856,12084.0,0.4227540549486925,0.004227540549486925,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243137.0,25.5428,12/08/2021,Total 16/06/2021,22.0,561.9416,12084.0,4.650294604435618,0.046502946044356175,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,3AM1,243137.0,25.5428,12/08/2021,17/06/2021,206.0,5261.8168,12084.0,43.543667659715325,0.43543667659715324,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total 3AM1,243126.0,25.5428,13/08/2021,,95.0,2426.566,10944.0,22.17256944444444,0.22172569444444443,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243126.0,25.5428,13/08/2021,Total 17/06/2021,90.0,2298.852,10944.0,21.00559210526316,0.21005592105263157,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,2208798,243126.0,25.5428,13/08/2021,18/06/2021,16.0,408.6848,10944.0,3.734327485380117,0.03734327485380117,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243137.0,25.5428,13/08/2021,,12.0,306.5136,10944.0,2.8007456140350877,0.028007456140350877,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 34,Total 2208798,245308.0,20.8275,16/08/2021,,60.0,1249.65,10944.0,11.41858552631579,0.11418585526315789,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 34,2208798TALL,245308.0,20.8275,17/08/2021,,16.0,333.24,10944.0,3.044956140350877,0.03044956140350877,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 34,Total 2208798TALL,245308.0,20.8275,17/08/2021,,76.0,1582.89,10944.0,14.463541666666668,0.14463541666666668,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 34,,245308.0,20.8275,17/08/2021,Total 18/06/2021,188.0,3915.57,10944.0,35.77823464912281,0.3577823464912281,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,1MV135,243127.0,25.5428,18/08/2021,2/06/2021,51.0,1302.6828,10944.0,11.903168859649123,0.11903168859649123,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total 1MV135,243127.0,25.5428,19/08/2021,,143.0,3652.6204,10671.0,34.22941055196326,0.34229410551963263,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243127.0,25.5428,19/08/2021,Total 2/06/2021,6.0,153.2568,10671.0,1.4361990441383188,0.014361990441383189,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,3AM1,243130.0,25.5428,19/08/2021,21/06/2021,11.0,280.9708,10671.0,2.633031580920251,0.02633031580920251,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total 3AM1,243137.0,25.5428,19/08/2021,,3.0,76.6284,10671.0,0.7180995220691594,0.007180995220691594,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243127.0,25.5428,20/08/2021,Total 21/06/2021,20.0,510.856,11004.0,4.642457288258815,0.04642457288258815,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,AV056-PT0352,243127.0,25.5428,20/08/2021,22/06/2021,5.0,127.714,11004.0,1.1606143220647038,0.011606143220647038,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,,243130.0,25.5428,20/08/2021,,81.0,2068.9668,11004.0,18.8019520174482,0.188019520174482,Baja
Línea 72 Sup. JOSE CAPUÑAY,PENROSE 37,Total AV056-PT0352,243130.0,25.5428,20/08/2021,,133.0,3397.1924,11004.0,30.87234096692112,0.3087234096692112,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243957.0,18.6523,23/08/2021,Total 22/06/2021,105.0,1958.4915,10944.0,17.89557291666667,0.1789557291666667,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,AV056-PT0347,243957.0,18.6523,23/08/2021,23/06/2021,45.0,839.3535,10944.0,7.66953125,0.0766953125,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,Total AV056-PT0347,243957.0,18.6523,24/08/2021,,117.0,2182.3191,11486.0,18.999818039352256,0.18999818039352256,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243957.0,18.6523,24/08/2021,Total 23/06/2021,13.0,242.4799,11486.0,2.1110908932613617,0.021110908932613616,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,AV056-PT0347,243957.0,18.6523,25/08/2021,24/06/2021,144.0,2685.9312,11004.0,24.408680479825517,0.24408680479825517,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,Total AV056-PT0347,243957.0,19.1223,25/08/2021,,193.0,3690.6039,11004.0,33.538748636859324,0.3353874863685932,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243957.0,18.6523,25/08/2021,Total 24/06/2021,13.0,242.4799,11004.0,2.2035614322064703,0.022035614322064703,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,3AM1,243956.0,18.8523,26/08/2021,25/06/2021,55.0,1036.8765,11124.0,9.321076051779936,0.09321076051779936,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,Total 3AM1,243956.0,18.8523,26/08/2021,,29.0,546.7167,11124.0,4.914749190938511,0.04914749190938511,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243956.0,18.8523,26/08/2021,Total 25/06/2021,49.0,923.7627,11124.0,8.30423139158576,0.0830423139158576,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,3AM1,243956.0,18.8523,26/08/2021,28/06/2021,50.0,942.615,11124.0,8.473705501618124,0.08473705501618124,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,Total 3AM1,243956.0,18.8523,26/08/2021,,22.0,414.7506,11124.0,3.728430420711974,0.03728430420711974,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,POLO PIQUE SOLI,243956.0,18.8523,26/08/2021,,60.0,1131.138,11124.0,10.168446601941747,0.10168446601941747,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,Total POLO PIQUE SOLI,243957.0,18.6523,26/08/2021,,64.0,1193.7472,11124.0,10.731276519237683,0.10731276519237683,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243956.0,18.8523,27/08/2021,Total 28/06/2021,64.0,1206.5472,11004.0,10.964623773173392,0.10964623773173392,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,POLO PIQUE SOLI,243956.0,18.8523,27/08/2021,29/06/2021,152.0,2865.5496,11004.0,26.040981461286805,0.26040981461286805,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,Total POLO PIQUE SOLI,243956.0,18.8523,27/08/2021,,117.0,2205.7191,11004.0,20.044702835332604,0.20044702835332603,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243956.0,18.8523,28/08/2021,Total 29/06/2021,83.0,1564.7409,7950.0,19.682275471698112,0.19682275471698113,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,1MV135,243956.0,18.8523,28/08/2021,3/06/2021,200.0,3770.46,7950.0,47.42716981132076,0.4742716981132076,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,Total 1MV135,243956.0,19.0723,31/08/2021,,198.0,3776.3154,10970.0,34.42402370100273,0.3442402370100273,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243956.0,19.0723,31/08/2021,Total 3/06/2021,256.0,4882.5088,10970.0,44.507828623518684,0.44507828623518686,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,POLO PIQUE SOLI,243961.0,18.6523,1/09/2021,30/06/2021,100.0,1865.23,10613.0,17.574955243569207,0.17574955243569207,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243961.0,18.6523,2/09/2021,,92.0,1716.0116,11005.0,15.593017719218539,0.15593017719218538,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,Total POLO PIQUE SOLI,243961.0,18.6523,2/09/2021,,78.0,1454.8794,11005.0,13.22016719672876,0.1322016719672876,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,,243961.0,18.6523,3/09/2021,Total 30/06/2021,150.0,2797.845,10945.0,25.5627683873915,0.255627683873915,Baja
Línea 72 Sup. JOSE CAPUÑAY,BD706,1MV135,243961.0,18.6523,3/09/2021,4/06/2021,180.0,3357.414,10945.0,30.675322064869803,0.30675322064869803,Baja
Línea 72 Sup. JOSE CAPUÑAY,DOARKUS,Total 1MV135,243360.0,31.0359,7/09/2021,,83.0,2575.9797,9792.0,26.306982230392155,0.26306982230392156,Baja
Línea 72 Sup. JOSE CAPUÑAY,DOARKUS,,243360.0,31.0359,8/09/2021,Total 4/06/2021,55.0,1706.9745,9792.0,17.43233762254902,0.1743233762254902,Baja
